2004-01-04 - 2004-01-10,81
2004-01-11 - 2004-01-17,52
2004-01-18 - 2004-01-24,62
2004-01-25 - 2004-01-31,47
2004-02-01 - 2004-02-07,67
2004-02-08 - 2004-02-14,61
2004-02-15 - 2004-02-21,66
2004-02-22 - 2004-02-28,67
2004-02-29 - 2004-03-06,49
2004-03-07 - 2004-03-13,58
2004-03-14 - 2004-03-20,67
2004-03-21 - 2004-03-27,69
2004-03-28 - 2004-04-03,42
2004-04-04 - 2004-04-10,89
2004-04-11 - 2004-04-17,47
2004-04-18 - 2004-04-24,71
2004-04-25 - 2004-05-01,66
2004-05-02 - 2004-05-08,59
2004-05-09 - 2004-05-15,36
2004-05-16 - 2004-05-22,57
2004-05-23 - 2004-05-29,40
2004-05-30 - 2004-06-05,63
2004-06-06 - 2004-06-12,64
2004-06-13 - 2004-06-19,52
2004-06-20 - 2004-06-26,52
2004-06-27 - 2004-07-03,77
2004-07-04 - 2004-07-10,60
2004-07-11 - 2004-07-17,44
2004-07-18 - 2004-07-24,58
2004-07-25 - 2004-07-31,63
2004-08-01 - 2004-08-07,65
2004-08-08 - 2004-08-14,82
2004-08-15 - 2004-08-21,59
2004-08-22 - 2004-08-28,55
2004-08-29 - 2004-09-04,44
2004-09-05 - 2004-09-11,38
2004-09-12 - 2004-09-18,39
2004-09-19 - 2004-09-25,59
2004-09-26 - 2004-10-02,64
2004-10-03 - 2004-10-09,48
2004-10-10 - 2004-10-16,41
2004-10-17 - 2004-10-23,49
2004-10-24 - 2004-10-30,86
2004-10-31 - 2004-11-06,61
2004-11-07 - 2004-11-13,52
2004-11-14 - 2004-11-20,52
2004-11-21 - 2004-11-27,53
2004-11-28 - 2004-12-04,47
2004-12-05 - 2004-12-11,55
2004-12-12 - 2004-12-18,44
2004-12-19 - 2004-12-25,42
2004-12-26 - 2005-01-01,53
2005-01-02 - 2005-01-08,44
2005-01-09 - 2005-01-15,52
2005-01-16 - 2005-01-22,57
2005-01-23 - 2005-01-29,72
2005-01-30 - 2005-02-05,43
2005-02-06 - 2005-02-12,37
2005-02-13 - 2005-02-19,52
2005-02-20 - 2005-02-26,50
2005-02-27 - 2005-03-05,57
2005-03-06 - 2005-03-12,71
2005-03-13 - 2005-03-19,55
2005-03-20 - 2005-03-26,46
2005-03-27 - 2005-04-02,68
2005-04-03 - 2005-04-09,83
2005-04-10 - 2005-04-16,57
2005-04-17 - 2005-04-23,73
2005-04-24 - 2005-04-30,81
2005-05-01 - 2005-05-07,45
2005-05-08 - 2005-05-14,60
2005-05-15 - 2005-05-21,73
2005-05-22 - 2005-05-28,69
2005-05-29 - 2005-06-04,62
2005-06-05 - 2005-06-11,59
2005-06-12 - 2005-06-18,50
2005-06-19 - 2005-06-25,71
2005-06-26 - 2005-07-02,58
2005-07-03 - 2005-07-09,73
2005-07-10 - 2005-07-16,59
2005-07-17 - 2005-07-23,68
2005-07-24 - 2005-07-30,66
2005-07-31 - 2005-08-06,67
2005-08-07 - 2005-08-13,59
2005-08-14 - 2005-08-20,51
2005-08-21 - 2005-08-27,42
2005-08-28 - 2005-09-03,55
2005-09-04 - 2005-09-10,51
2005-09-11 - 2005-09-17,45
2005-09-18 - 2005-09-24,33
2005-09-25 - 2005-10-01,55
2005-10-02 - 2005-10-08,44
2005-10-09 - 2005-10-15,56
2005-10-16 - 2005-10-22,51
2005-10-23 - 2005-10-29,47
2005-10-30 - 2005-11-05,49
2005-11-06 - 2005-11-12,39
2005-11-13 - 2005-11-19,54
2005-11-20 - 2005-11-26,44
2005-11-27 - 2005-12-03,55
2005-12-04 - 2005-12-10,45
2005-12-11 - 2005-12-17,45
2005-12-18 - 2005-12-24,36
2005-12-25 - 2005-12-31,53
2006-01-01 - 2006-01-07,61
2006-01-08 - 2006-01-14,70
2006-01-15 - 2006-01-21,75
2006-01-22 - 2006-01-28,48
2006-01-29 - 2006-02-04,62
2006-02-05 - 2006-02-11,42
2006-02-12 - 2006-02-18,45
2006-02-19 - 2006-02-25,51
2006-02-26 - 2006-03-04,70
2006-03-05 - 2006-03-11,67
2006-03-12 - 2006-03-18,60
2006-03-19 - 2006-03-25,50
2006-03-26 - 2006-04-01,48
2006-04-02 - 2006-04-08,58
2006-04-09 - 2006-04-15,75
2006-04-16 - 2006-04-22,72
2006-04-23 - 2006-04-29,59
2006-04-30 - 2006-05-06,64
2006-05-07 - 2006-05-13,59
2006-05-14 - 2006-05-20,49
2006-05-21 - 2006-05-27,45
2006-05-28 - 2006-06-03,54
2006-06-04 - 2006-06-10,54
2006-06-11 - 2006-06-17,64
2006-06-18 - 2006-06-24,61
2006-06-25 - 2006-07-01,66
2006-07-02 - 2006-07-08,61
2006-07-09 - 2006-07-15,66
2006-07-16 - 2006-07-22,65
2006-07-23 - 2006-07-29,67
2006-07-30 - 2006-08-05,62
2006-08-06 - 2006-08-12,80
2006-08-13 - 2006-08-19,56
2006-08-20 - 2006-08-26,56
2006-08-27 - 2006-09-02,44
2006-09-03 - 2006-09-09,48
2006-09-10 - 2006-09-16,57
2006-09-17 - 2006-09-23,47
2006-09-24 - 2006-09-30,48
2006-10-01 - 2006-10-07,43
2006-10-08 - 2006-10-14,54
2006-10-15 - 2006-10-21,47
2006-10-22 - 2006-10-28,49
2006-10-29 - 2006-11-04,49
2006-11-05 - 2006-11-11,43
2006-11-12 - 2006-11-18,61
2006-11-19 - 2006-11-25,35
2006-11-26 - 2006-12-02,43
2006-12-03 - 2006-12-09,42
2006-12-10 - 2006-12-16,48
2006-12-17 - 2006-12-23,38
2006-12-24 - 2006-12-30,46
2006-12-31 - 2007-01-06,48
2007-01-07 - 2007-01-13,59
2007-01-14 - 2007-01-20,47
2007-01-21 - 2007-01-27,68
2007-01-28 - 2007-02-03,43
2007-02-04 - 2007-02-10,60
2007-02-11 - 2007-02-17,56
2007-02-18 - 2007-02-24,46
2007-02-25 - 2007-03-03,45
2007-03-04 - 2007-03-10,64
2007-03-11 - 2007-03-17,59
2007-03-18 - 2007-03-24,39
2007-03-25 - 2007-03-31,59
2007-04-01 - 2007-04-07,54
2007-04-08 - 2007-04-14,61
2007-04-15 - 2007-04-21,63
2007-04-22 - 2007-04-28,58
2007-04-29 - 2007-05-05,70
2007-05-06 - 2007-05-12,60
2007-05-13 - 2007-05-19,73
2007-05-20 - 2007-05-26,51
2007-05-27 - 2007-06-02,65
2007-06-03 - 2007-06-09,59
2007-06-10 - 2007-06-16,71
2007-06-17 - 2007-06-23,54
2007-06-24 - 2007-06-30,66
2007-07-01 - 2007-07-07,76
2007-07-08 - 2007-07-14,71
2007-07-15 - 2007-07-21,67
2007-07-22 - 2007-07-28,71
2007-07-29 - 2007-08-04,66
2007-08-05 - 2007-08-11,63
2007-08-12 - 2007-08-18,62
2007-08-19 - 2007-08-25,59
2007-08-26 - 2007-09-01,55
2007-09-02 - 2007-09-08,57
2007-09-09 - 2007-09-15,50
2007-09-16 - 2007-09-22,45
2007-09-23 - 2007-09-29,56
2007-09-30 - 2007-10-06,48
2007-10-07 - 2007-10-13,58
2007-10-14 - 2007-10-20,52
2007-10-21 - 2007-10-27,57
2007-10-28 - 2007-11-03,58
2007-11-04 - 2007-11-10,44
2007-11-11 - 2007-11-17,50
2007-11-18 - 2007-11-24,41
2007-11-25 - 2007-12-01,51
2007-12-02 - 2007-12-08,54
2007-12-09 - 2007-12-15,45
2007-12-16 - 2007-12-22,42
2007-12-23 - 2007-12-29,54
2007-12-30 - 2008-01-05,58
2008-01-06 - 2008-01-12,69
2008-01-13 - 2008-01-19,58
2008-01-20 - 2008-01-26,55
2008-01-27 - 2008-02-02,58
2008-02-03 - 2008-02-09,57
2008-02-10 - 2008-02-16,50
2008-02-17 - 2008-02-23,61
2008-02-24 - 2008-03-01,65
2008-03-02 - 2008-03-08,56
2008-03-09 - 2008-03-15,62
2008-03-16 - 2008-03-22,64
2008-03-23 - 2008-03-29,64
2008-03-30 - 2008-04-05,69
2008-04-06 - 2008-04-12,65
2008-04-13 - 2008-04-19,67
2008-04-20 - 2008-04-26,62
2008-04-27 - 2008-05-03,69
2008-05-04 - 2008-05-10,78
2008-05-11 - 2008-05-17,78
2008-05-18 - 2008-05-24,69
2008-05-25 - 2008-05-31,76
2008-06-01 - 2008-06-07,68
2008-06-08 - 2008-06-14,67
2008-06-15 - 2008-06-21,61
2008-06-22 - 2008-06-28,74
2008-06-29 - 2008-07-05,68
2008-07-06 - 2008-07-12,63
2008-07-13 - 2008-07-19,65
2008-07-20 - 2008-07-26,66
2008-07-27 - 2008-08-02,62
2008-08-03 - 2008-08-09,73
2008-08-10 - 2008-08-16,73
2008-08-17 - 2008-08-23,74
2008-08-24 - 2008-08-30,62
2008-08-31 - 2008-09-06,67
2008-09-07 - 2008-09-13,56
2008-09-14 - 2008-09-20,58
2008-09-21 - 2008-09-27,52
2008-09-28 - 2008-10-04,61
2008-10-05 - 2008-10-11,53
2008-10-12 - 2008-10-18,65
2008-10-19 - 2008-10-25,56
2008-10-26 - 2008-11-01,50
2008-11-02 - 2008-11-08,57
2008-11-09 - 2008-11-15,59
2008-11-16 - 2008-11-22,52
2008-11-23 - 2008-11-29,52
2008-11-30 - 2008-12-06,59
2008-12-07 - 2008-12-13,48
2008-12-14 - 2008-12-20,50
2008-12-21 - 2008-12-27,51
2008-12-28 - 2009-01-03,56
2009-01-04 - 2009-01-10,63
2009-01-11 - 2009-01-17,70
2009-01-18 - 2009-01-24,53
2009-01-25 - 2009-01-31,75
2009-02-01 - 2009-02-07,58
2009-02-08 - 2009-02-14,48
2009-02-15 - 2009-02-21,54
2009-02-22 - 2009-02-28,63
2009-03-01 - 2009-03-07,68
2009-03-08 - 2009-03-14,61
2009-03-15 - 2009-03-21,65
2009-03-22 - 2009-03-28,63
2009-03-29 - 2009-04-04,73
2009-04-05 - 2009-04-11,68
2009-04-12 - 2009-04-18,67
2009-04-19 - 2009-04-25,68
2009-04-26 - 2009-05-02,73
2009-05-03 - 2009-05-09,76
2009-05-10 - 2009-05-16,68
2009-05-17 - 2009-05-23,61
2009-05-24 - 2009-05-30,74
2009-05-31 - 2009-06-06,82
2009-06-07 - 2009-06-13,70
2009-06-14 - 2009-06-20,62
2009-06-21 - 2009-06-27,73
2009-06-28 - 2009-07-04,72
2009-07-05 - 2009-07-11,70
2009-07-12 - 2009-07-18,66
2009-07-19 - 2009-07-25,65
2009-07-26 - 2009-08-01,77
2009-08-02 - 2009-08-08,60
2009-08-09 - 2009-08-15,62
2009-08-16 - 2009-08-22,61
2009-08-23 - 2009-08-29,68
2009-08-30 - 2009-09-05,61
2009-09-06 - 2009-09-12,59
2009-09-13 - 2009-09-19,51
2009-09-20 - 2009-09-26,55
2009-09-27 - 2009-10-03,64
2009-10-04 - 2009-10-10,53
2009-10-11 - 2009-10-17,52
2009-10-18 - 2009-10-24,58
2009-10-25 - 2009-10-31,56
2009-11-01 - 2009-11-07,61
2009-11-08 - 2009-11-14,59
2009-11-15 - 2009-11-21,72
2009-11-22 - 2009-11-28,47
2009-11-29 - 2009-12-05,51
2009-12-06 - 2009-12-12,50
2009-12-13 - 2009-12-19,50
2009-12-20 - 2009-12-26,50
2009-12-27 - 2010-01-02,65
2010-01-03 - 2010-01-09,69
2010-01-10 - 2010-01-16,63
2010-01-17 - 2010-01-23,60
2010-01-24 - 2010-01-30,57
2010-01-31 - 2010-02-06,60
2010-02-07 - 2010-02-13,70
2010-02-14 - 2010-02-20,62
2010-02-21 - 2010-02-27,62
2010-02-28 - 2010-03-06,67
2010-03-07 - 2010-03-13,63
2010-03-14 - 2010-03-20,52
2010-03-21 - 2010-03-27,71
2010-03-28 - 2010-04-03,63
2010-04-04 - 2010-04-10,69
2010-04-11 - 2010-04-17,65
2010-04-18 - 2010-04-24,68
2010-04-25 - 2010-05-01,65
2010-05-02 - 2010-05-08,62
2010-05-09 - 2010-05-15,70
2010-05-16 - 2010-05-22,61
2010-05-23 - 2010-05-29,74
2010-05-30 - 2010-06-05,67
2010-06-06 - 2010-06-12,69
2010-06-13 - 2010-06-19,65
2010-06-20 - 2010-06-26,75
2010-06-27 - 2010-07-03,69
2010-07-04 - 2010-07-10,66
2010-07-11 - 2010-07-17,79
2010-07-18 - 2010-07-24,73
2010-07-25 - 2010-07-31,74
2010-08-01 - 2010-08-07,74
2010-08-08 - 2010-08-14,70
2010-08-15 - 2010-08-21,66
2010-08-22 - 2010-08-28,75
2010-08-29 - 2010-09-04,65
2010-09-05 - 2010-09-11,55
2010-09-12 - 2010-09-18,64
2010-09-19 - 2010-09-25,67
2010-09-26 - 2010-10-02,59
2010-10-03 - 2010-10-09,51
2010-10-10 - 2010-10-16,56
2010-10-17 - 2010-10-23,50
2010-10-24 - 2010-10-30,52
2010-10-31 - 2010-11-06,61
2010-11-07 - 2010-11-13,54
2010-11-14 - 2010-11-20,61
2010-11-21 - 2010-11-27,50
2010-11-28 - 2010-12-04,48
2010-12-05 - 2010-12-11,57
2010-12-12 - 2010-12-18,47
2010-12-19 - 2010-12-25,45
2010-12-26 - 2011-01-01,59
2011-01-02 - 2011-01-08,77
2011-01-09 - 2011-01-15,75
2011-01-16 - 2011-01-22,81
2011-01-23 - 2011-01-29,73
2011-01-30 - 2011-02-05,79
2011-02-06 - 2011-02-12,67
2011-02-13 - 2011-02-19,72
2011-02-20 - 2011-02-26,72
2011-02-27 - 2011-03-05,70
2011-03-06 - 2011-03-12,77
2011-03-13 - 2011-03-19,74
2011-03-20 - 2011-03-26,73
2011-03-27 - 2011-04-02,81
2011-04-03 - 2011-04-09,77
2011-04-10 - 2011-04-16,75
2011-04-17 - 2011-04-23,88
2011-04-24 - 2011-04-30,73
2011-05-01 - 2011-05-07,82
2011-05-08 - 2011-05-14,86
2011-05-15 - 2011-05-21,80
2011-05-22 - 2011-05-28,84
2011-05-29 - 2011-06-04,85
2011-06-05 - 2011-06-11,79
2011-06-12 - 2011-06-18,86
2011-06-19 - 2011-06-25,76
2011-06-26 - 2011-07-02,81
2011-07-03 - 2011-07-09,82
2011-07-10 - 2011-07-16,91
2011-07-17 - 2011-07-23,84
2011-07-24 - 2011-07-30,91
2011-07-31 - 2011-08-06,88
2011-08-07 - 2011-08-13,83
2011-08-14 - 2011-08-20,81
2011-08-21 - 2011-08-27,74
2011-08-28 - 2011-09-03,65
2011-09-04 - 2011-09-10,71
2011-09-11 - 2011-09-17,71
2011-09-18 - 2011-09-24,64
2011-09-25 - 2011-10-01,65
2011-10-02 - 2011-10-08,67
2011-10-09 - 2011-10-15,68
2011-10-16 - 2011-10-22,68
2011-10-23 - 2011-10-29,67
2011-10-30 - 2011-11-05,60
2011-11-06 - 2011-11-12,57
2011-11-13 - 2011-11-19,66
2011-11-20 - 2011-11-26,58
2011-11-27 - 2011-12-03,68
2011-12-04 - 2011-12-10,66
2011-12-11 - 2011-12-17,62
2011-12-18 - 2011-12-24,50
2011-12-25 - 2011-12-31,60
2012-01-01 - 2012-01-07,81
2012-01-08 - 2012-01-14,77
2012-01-15 - 2012-01-21,80
2012-01-22 - 2012-01-28,76
2012-01-29 - 2012-02-04,72
2012-02-05 - 2012-02-11,74
2012-02-12 - 2012-02-18,70
2012-02-19 - 2012-02-25,69
2012-02-26 - 2012-03-03,74
2012-03-04 - 2012-03-10,69
2012-03-11 - 2012-03-17,71
2012-03-18 - 2012-03-24,66
2012-03-25 - 2012-03-31,75
2012-04-01 - 2012-04-07,80
2012-04-08 - 2012-04-14,73
2012-04-15 - 2012-04-21,82
2012-04-22 - 2012-04-28,77
2012-04-29 - 2012-05-05,88
2012-05-06 - 2012-05-12,90
2012-05-13 - 2012-05-19,83
2012-05-20 - 2012-05-26,90
2012-05-27 - 2012-06-02,87
2012-06-03 - 2012-06-09,90
2012-06-10 - 2012-06-16,87
2012-06-17 - 2012-06-23,88
2012-06-24 - 2012-06-30,86
2012-07-01 - 2012-07-07,93
2012-07-08 - 2012-07-14,86
2012-07-15 - 2012-07-21,87
2012-07-22 - 2012-07-28,97
2012-07-29 - 2012-08-04,100
2012-08-05 - 2012-08-11,87
2012-08-12 - 2012-08-18,80
2012-08-19 - 2012-08-25,91
2012-08-26 - 2012-09-01,79
2012-09-02 - 2012-09-08,90
2012-09-09 - 2012-09-15,80
2012-09-16 - 2012-09-22,76
2012-09-23 - 2012-09-29,71
2012-09-30 - 2012-10-06,67
2012-10-07 - 2012-10-13,75
2012-10-14 - 2012-10-20,74
2012-10-21 - 2012-10-27,68
2012-10-28 - 2012-11-03,62
2012-11-04 - 2012-11-10,60
2012-11-11 - 2012-11-17,66
2012-11-18 - 2012-11-24,65
2012-11-25 - 2012-12-01, 
